"lon","lat","tmp_1"
-118.75,32.75,14.3000001907349
-118.25,32.75,13.4000005722046
-117.25,32.75,15.3000001907349
-116.75,32.75,10.9000005722046
-116.25,32.75,9.69999980926514
-115.75,32.75,13.6999998092651
-115.25,32.75,14.8000001907349
-114.75,32.75,15.1000003814697
-114.25,32.75,14.4000005722046
-113.75,32.75,14.4000005722046
-113.25,32.75,14.1999998092651
-119.75,33.25,13.6999998092651
-119.25,33.25,13.6999998092651
-118.75,33.25,13.6999998092651
-118.25,33.25,13.5
-117.75,33.25,14.1999998092651
-117.25,33.25,13.3000001907349
-116.75,33.25,9.60000038146973
-116.25,33.25,11.8000001907349
-115.75,33.25,14.1999998092651
-115.25,33.25,13.4000005722046
-114.75,33.25,13.1000003814697
-114.25,33.25,12.6999998092651
-113.75,33.25,13.1000003814697
-113.25,33.25,13.1000003814697
-120.25,33.75,13.3000001907349
-119.75,33.75,13.1000003814697
-118.25,33.75,14.9000005722046
-117.75,33.75,13.6000003814697
-117.25,33.75,12.8000001907349
-116.75,33.75,8.19999980926514
-116.25,33.75,11.9000005722046
-115.75,33.75,11.5
-115.25,33.75,12
-114.75,33.75,12.6000003814697
-114.25,33.75,12.1999998092651
-113.75,33.75,11.5
-113.25,33.75,10.6000003814697
-120.25,34.25,13.1999998092651
-119.75,34.25,12.4000005722046
-119.25,34.25,13.1999998092651
-118.75,34.25,12.1000003814697
-118.25,34.25,10.5
-117.75,34.25,8.19999980926514
-117.25,34.25,8.60000038146973
-116.75,34.25,5.20000028610229
-116.25,34.25,9.90000057220459
-115.75,34.25,9.80000019073486
-115.25,34.25,11.3000001907349
-114.75,34.25,11.4000005722046
-114.25,34.25,11.6000003814697
-113.75,34.25,10
-113.25,34.25,9.60000038146973
-120.75,34.75,12.8000001907349
-120.25,34.75,11.9000005722046
-119.75,34.75,9.30000019073486
-119.25,34.75,7.70000028610229
-118.75,34.75,8
-118.25,34.75,9.19999980926514
-117.75,34.75,9.90000057220459
-117.25,34.75,9.90000057220459
-116.75,34.75,8.19999980926514
-116.25,34.75,10
-115.75,34.75,9.90000057220459
-115.25,34.75,10.6000003814697
-114.75,34.75,10.6999998092651
-114.25,34.75,10.3000001907349
-113.75,34.75,7.70000028610229
-113.25,34.75,5.80000019073486
-121.25,35.25,12.8000001907349
-120.75,35.25,13.1999998092651
-120.25,35.25,10.8000001907349
-119.75,35.25,10.4000005722046
-119.25,35.25,11.6000003814697
-118.75,35.25,10.1999998092651
-118.25,35.25,8.30000019073486
-117.75,35.25,10.1999998092651
-117.25,35.25,10.1000003814697
-116.75,35.25,9.30000019073486
-116.25,35.25,10.6000003814697
-115.75,35.25,9.69999980926514
-115.25,35.25,9
-114.75,35.25,9.60000038146973
-114.25,35.25,8.5
-113.75,35.25,6
-113.25,35.25,6.5
-121.25,35.75,11.8000001907349
-120.75,35.75,11.1999998092651
-120.25,35.75,10.9000005722046
