"lon","lat","tmp_1"
-118.75,32.75,12.4000005722046
-118.25,32.75,11.4000005722046
-117.25,32.75,13.4000005722046
-116.75,32.75,9
-116.25,32.75,8
-115.75,32.75,11.9000005722046
-115.25,32.75,13
-114.75,32.75,13.5
-114.25,32.75,13.1999998092651
-113.75,32.75,12.9000005722046
-113.25,32.75,12.6999998092651
-119.75,33.25,11.5
-119.25,33.25,11.6000003814697
-118.75,33.25,11.5
-118.25,33.25,11.5
-117.75,33.25,12
-117.25,33.25,11.4000005722046
-116.75,33.25,7.90000009536743
-116.25,33.25,10.1000003814697
-115.75,33.25,12.5
-115.25,33.25,11.4000005722046
-114.75,33.25,11.5
-114.25,33.25,10.9000005722046
-113.75,33.25,11.3000001907349
-113.25,33.25,11.6000003814697
-120.25,33.75,11.4000005722046
-119.75,33.75,11.4000005722046
-118.25,33.75,13
-117.75,33.75,11.8000001907349
-117.25,33.75,11.1000003814697
-116.75,33.75,6.59999990463257
-116.25,33.75,10.1999998092651
-115.75,33.75,9.80000019073486
-115.25,33.75,10.6999998092651
-114.75,33.75,11.6000003814697
-114.25,33.75,10.5
-113.75,33.75,9.60000038146973
-113.25,33.75,9.10000038146973
-120.25,34.25,11.1999998092651
-119.75,34.25,10.5
-119.25,34.25,11.3000001907349
-118.75,34.25,10.5
-118.25,34.25,8.80000019073486
-117.75,34.25,6.90000009536743
-117.25,34.25,6.90000009536743
-116.75,34.25,3.60000014305115
-116.25,34.25,8.19999980926514
-115.75,34.25,8.80000019073486
-115.25,34.25,10
-114.75,34.25,10.1999998092651
-114.25,34.25,10.1999998092651
-113.75,34.25,8.30000019073486
-113.25,34.25,8
-120.75,34.75,10.9000005722046
-120.25,34.75,10
-119.75,34.75,7.40000009536743
-119.25,34.75,5.70000028610229
-118.75,34.75,6.20000028610229
-118.25,34.75,7.5
-117.75,34.75,8.19999980926514
-117.25,34.75,8
-116.75,34.75,7.20000028610229
-116.25,34.75,8.60000038146973
-115.75,34.75,8.69999980926514
-115.25,34.75,9.30000019073486
-114.75,34.75,9.5
-114.25,34.75,9
-113.75,34.75,6.40000009536743
-113.25,34.75,4.80000019073486
-121.25,35.25,11.1999998092651
-120.75,35.25,11.6000003814697
-120.25,35.25,9.10000038146973
-119.75,35.25,8.69999980926514
-119.25,35.25,9.69999980926514
-118.75,35.25,8.19999980926514
-118.25,35.25,6.40000009536743
-117.75,35.25,8.30000019073486
-117.25,35.25,8
-116.75,35.25,7.5
-116.25,35.25,8.80000019073486
-115.75,35.25,8.10000038146973
-115.25,35.25,7.30000019073486
-114.75,35.25,8.5
-114.25,35.25,7.5
-113.75,35.25,5.40000009536743
-113.25,35.25,5.40000009536743
-121.25,35.75,10.3000001907349
-120.75,35.75,9.5
-120.25,35.75,9.19999980926514
-119.75,35.75,9.10000038146973
-119.25,35.75,8.80000019073486
-118.75,35.75,6.90000009536743
-118.25,35.75,4.20000028610229
-117.75,35.75,6.90000009536743
-117.25,35.75,6.90000009536743
-116.75,35.75,8.19999980926514
-116.25,35.75,8.69999980926514
-115.75,35.75,6.90000009536743
-115.25,35.75,6
-114.75,35.75,7.59999990463257
-114.25,35.75,7
-113.75,35.75,5.40000009536743
-113.25,35.75,5.70000028610229
-121.75,36.25,9.5
-121.25,36.25,8.60000038146973
-120.75,36.25,8
-120.25,36.25,8.40000057220459
-119.75,36.25,7.70000028610229
-119.25,36.25,7.90000009536743
-118.75,36.25,3.70000004768372
-118.25,36.25,-0.900000035762787
-117.75,36.25,3
-117.25,36.25,4.5
-116.75,36.25,7.30000019073486
-116.25,36.25,6.40000009536743
-115.75,36.25,3.60000014305115
-115.25,36.25,6.30000019073486
-114.75,36.25,6.5
-114.25,36.25,6.59999990463257
-113.75,36.25,4.40000009536743
-113.25,36.25,3.10000014305115
-122.25,36.75,11.1000003814697
-121.75,36.75,10.1999998092651
-121.25,36.75,8.40000057220459
-120.75,36.75,8.19999980926514
-120.25,36.75,8.10000038146973
-119.75,36.75,8
-119.25,36.75,6.5
-118.75,36.75,0.100000001490116
-118.25,36.75,-0.300000011920929
-117.75,36.75,3.60000014305115
-117.25,36.75,5.70000028610229
-116.75,36.75,6.59999990463257
-116.25,36.75,4.80000019073486
-115.75,36.75,4.70000028610229
-115.25,36.75,3.10000014305115
-114.75,36.75,6.09999990463257
-114.25,36.75,5.90000009536743
-113.75,36.75,3.90000009536743
-113.25,36.75,2.79999995231628
-122.25,37.25,10.3000001907349
-121.75,37.25,8.19999980926514
-121.25,37.25,8
-120.75,37.25,8.10000038146973
-120.25,37.25,7.70000028610229
-119.75,37.25,6
-119.25,37.25,2
-118.75,37.25,-3
-118.25,37.25,0.800000011920929
-117.75,37.25,2.90000009536743
-117.25,37.25,2.70000004768372
-116.75,37.25,3.60000014305115
-116.25,37.25,2.70000004768372
-115.75,37.25,3.10000014305115
